Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions,Ratings_Imputed,Revenue_Imputed,Airtime_Imputed,SetimentScore_Imputed,BiasScore_Imputed,Viewership_Imputed,Shares_Imputed,AdSpend_Imputed,ControversyFlag_Imputed,MissingDataFlag_Clean,SocialMediaInteractions_Imputed
Talat Hussain,Abb Takk News,Express Tribune,Sindh,Rawalpindi,Terrorism,Terrorist attack in Quetta leaves 20 dead,58.74782338,11289509.0,154.0,0.04409469708,,755329.5,105597.0,5000000.0,Yes,0.0,2023-05-02,Urdu,,19697.0,True,False,False,True,True,True,True,True,False,1,True
Umar Cheema,Dawn News,Express Tribune,Balochistan,Quetta,Sports,Pakistan faces defeat in hockey series,54.31346769,2342641.0,259.0,-0.06747811602,3.0,504250.0,111140.0,1983966.859,No,1.0,2020-11-22,Urdu,Neutral,27866.0,True,False,True,False,True,False,False,False,False,1,False
Mohsin Raza Khan,SAMAA TV,The News,Sindh,Multan,Sports,Pakistan faces defeat in hockey series,58.93298246,1000000.0,260.0,-0.01208396201,0.0,946699.0,102032.0,10000000.0,Yes,0.0,2022-08-10,Urdu,Neutral,5139.0,True,False,True,True,False,True,True,False,False,1,False
Shahzeb Khanzada,Hum News,Dawn,Azad Jammu & Kashmir,Peshawar,Economy,Budget deficit reaches record high,76.7688275,5000000.0,233.5,-1.53368136,0.0,766060.0,109882.5,5000000.0,Yes,1.0,2020-04-25,English,Pro-Govt,25491.0,False,True,True,False,False,False,True,True,False,1,True
Nusrat Javed,Hum News,Jang,Balochistan,Karachi,Terrorism,Quetta blast: ISPR releases statement,55.49601863,5000000.0,203.0,0.015123105319499999,3.0,893609.5,97732.0,5000000.0,No,0.0,2025-02-26,Urdu,Neutral,26556.5,True,True,True,True,False,True,True,True,False,1,True
Kamran Khan,ARY News,Daily Pakistan,Khyber Pakhtunkhwa,Hyderabad,Health,Relief camp set up in Multan,58.34448761,5080571.0,236.0,0.1519138414,0.0,1000345.0,109149.0,10000000.0,No,1.0,2025-06-18,English,Pro-Govt,24817.0,False,False,True,True,False,True,True,False,False,1,True
Nusrat Javed,SAMAA TV,Express Tribune,Punjab,Hyderabad,Terrorism,TTP commander killed in operation,58.93298246,10148252.0,361.0,1.504399924,1.0,819837.0,197355.0,5000000.0,Yes,0.0,2018-08-11,English,Opposition,21610.0,True,False,False,False,False,True,False,True,False,1,True
Saleem Safi,ARY News,Jang,Balochistan,Lahore,Education,Punjab launches scholarship scheme,56.06780072,1000000.0,253.0,-0.1262483631,5.0,982689.0,21317.0,5000000.0,No,,2021-06-21,English,Opposition,2152.0,True,False,True,False,False,True,False,False,False,1,False
Ansar Abbasi,Geo News,The News,Balochistan,Islamabad,Politics,Student unions demand restoration,60.56091532,1000000.0,215.0,-1.691943549,3.0,1452391.0,118783.0,5000000.0,No,,2023-04-14,Urdu,Neutral,19752.0,False,False,False,False,True,False,False,False,False,1,False
Nusrat Javed,Express News,Express Tribune,Azad Jammu & Kashmir,Quetta,Health,Hospitals face medicine shortages,59.56691534,13017943.0,215.0,0.3304978546,3.0,1331112.0,107753.0,4791631.439,No,,2023-08-28,Urdu,Neutral,23014.0,True,False,False,True,True,True,True,False,False,1,True
Shahzeb Khanzada,Geo News,Daily Pakistan,Azad Jammu & Kashmir,Lahore,Education,Matric exams leaked in Karachi,58.592160105000005,15929826.0,294.0,1.182005539,1.0,1040577.0,154370.0,1430821.267,Yes,1.0,2020-06-07,,Opposition,26320.0,True,False,False,False,False,True,False,False,False,1,True
Rauf Klassra,ARY News,Nawa-i-Waqt,Sindh,Karachi,Media,Ban on talkshows sparks outrage,100.0,1000000.0,148.0,-0.05195834602,2.0,1351471.0,119789.0,10000000.0,No,,2022-03-24,Urdu,Opposition,15613.0,False,False,False,True,False,False,True,False,False,1,False
Shahzeb Khanzada,Dawn News,Daily Pakistan,Azad Jammu & Kashmir,Islamabad,Sports,Pakistan football team defeats India,54.31346769,1339054.0,259.0,0.8967528305,3.0,1033934.0,180985.0,5000000.0,,0.0,2023-09-23,Urdu,Neutral,49654.0,True,False,True,False,True,True,False,True,True,1,False
Owais Tohid,ARY News,The News,Khyber Pakhtunkhwa,Karachi,Health,Karachi drainage system collapses,54.53649298,20000000.0,451.0,0.1519138414,1.0,1000345.0,117662.0,5000000.0,Yes,0.0,2019-09-02,English,Pro-Govt,335.0,False,False,False,True,False,True,False,False,False,1,False
Talat Hussain,SAMAA TV,The News,Azad Jammu & Kashmir,Quetta,Economy,Government to increase petrol price by Rs. 20,58.93298246,1000000.0,264.5,-0.4026311406,3.0,1120049.0,94897.0,4180059.739,Yes,0.0,2022-08-14,Urdu,Pro-Govt,9262.0,True,False,True,False,True,True,False,False,False,1,False
Saleem Safi,ARY News,Daily Pakistan,Sindh,Karachi,Crime,Counter-terrorism department arrests suspects,61.15122444,20000000.0,332.0,1.917904812,3.0,781515.0,109522.0,5000000.0,,1.0,2025-02-21,English,Opposition,30219.0,False,False,True,False,True,True,False,True,True,1,False
Ansar Abbasi,Hum News,Nawa-i-Waqt,Sindh,Multan,Health,Climate change worsening floods,55.49601863,11016115.0,262.0,-0.046107037395,4.0,1170953.0,186582.0,5000000.0,Yes,0.0,2025-12-05,Urdu,Pro-Govt,28752.0,True,False,True,True,False,True,False,True,False,1,True
Shahzeb Khanzada,Express News,Jang,Sindh,Quetta,Economy,Government to increase petrol price by Rs. 20,59.56691534,5000000.0,16.0,0.046992624185,3.0,1251975.0,104768.0,5000000.0,,0.0,2022-08-09,Urdu,Pro-Govt,12291.0,True,False,False,True,True,False,True,False,True,1,False
Mohsin Raza Khan,ARY News,Nawa-i-Waqt,Balochistan,Rawalpindi,Judiciary,Top court rejects NAB report,43.5873078,1000000.0,492.0,-1.764009659,3.0,999644.0,96990.0,2581549.752,Yes,,2018-01-25,,Neutral,12414.0,False,False,False,False,True,True,True,False,False,1,False
Shahzeb Khanzada,SAMAA TV,Nawa-i-Waqt,Islamabad,Rawalpindi,Media,Geo TV faces heavy fines by PEMRA,58.93298246,5000000.0,229.0,0.095366066805,3.0,1730679.0,6491.0,5000000.0,No,,2022-05-21,,Opposition,28199.0,True,True,True,True,True,False,False,False,False,1,False
Ansar Abbasi,ARY News,Express Tribune,Balochistan,Karachi,Education,University students protest fee hikes,49.68926403,20000000.0,253.0,0.02800289181,,982689.0,95316.0,5000000.0,No,1.0,2019-09-24,Urdu,,29164.0,False,False,True,True,True,True,True,False,False,1,False
Mohsin Raza Khan,SAMAA TV,Express Tribune,Khyber Pakhtunkhwa,Hyderabad,Economy,IMF deal finalised today,58.93298246,5000000.0,264.5,1.977352846,3.0,1120049.0,95643.5,3649425.132,No,0.0,2024-11-28,Urdu,Neutral,24801.0,True,True,True,False,True,True,True,False,False,1,True
Rauf Klassra,Geo News,The News,Islamabad,Rawalpindi,Politics,Student unions demand restoration,80.76997039,5000000.0,216.5,1.480750294,,961484.5,57978.0,5000000.0,No,1.0,2020-08-03,,,26014.0,False,True,True,False,False,True,False,False,False,1,True
Mohsin Raza Khan,ARY News,Express Tribune,Sindh,Karachi,Education,Education ministry faces criticism,5.400052176,5000000.0,253.0,0.02800289181,,318647.0,95316.0,5000000.0,No,,2024-12-15,Urdu,,42938.0,False,False,True,True,False,False,True,False,False,1,False
Talat Hussain,Geo News,Daily Pakistan,Khyber Pakhtunkhwa,Lahore,Education,HEC budget slashed again,58.592160105000005,20000000.0,275.0,-0.3226669595,,1040577.0,181135.0,3708850.526,Yes,1.0,2024-05-17,Urdu,,38838.0,True,False,True,True,False,True,False,False,False,1,False
Shahzeb Khanzada,Dawn News,Nawa-i-Waqt,Balochistan,Hyderabad,Sports,PSL Final: Lahore Qalandars vs Karachi Kings,36.08853586,20000000.0,28.0,0.3630913458,3.0,1033934.0,79508.0,5000000.0,Yes,,2018-03-04,Urdu,Opposition,26820.5,False,False,False,False,True,True,False,False,False,1,True
Kamran Khan,ARY News,Jang,Punjab,Lahore,Education,Punjab launches scholarship scheme,56.06780072,5000000.0,253.0,1.454045809,3.0,982689.0,95316.0,5000000.0,No,1.0,2018-09-07,English,Pro-Govt,46475.0,True,False,True,False,True,True,True,False,False,1,False
Ansar Abbasi,Hum News,The News,Balochistan,Quetta,Politics,Opposition stages walkout in National Assembly,55.49601863,5000000.0,359.0,0.8761941681,5.0,953029.5,105099.5,1313235.618,Yes,0.0,2019-10-28,Urdu,Neutral,23149.0,True,True,False,False,False,True,True,False,False,1,True
Shahzeb Khanzada,ARY News,Dawn,Azad Jammu & Kashmir,Islamabad,Economy,Budget deficit reaches record high,100.0,1000000.0,230.5,1.510177729,,984303.0,101616.0,10000000.0,No,1.0,2025-02-16,Urdu,,25935.5,False,False,True,False,True,True,True,False,False,1,True
Umar Cheema,Express News,Dawn,Azad Jammu & Kashmir,Hyderabad,Terrorism,Quetta blast: ISPR releases statement,18.2454678,5000000.0,263.0,-0.08485648567,,1169756.0,143678.0,10000000.0,,1.0,2024-05-06,English,,37708.0,False,True,False,False,True,True,False,False,True,1,False
Rauf Klassra,Geo News,Express Tribune,Sindh,Quetta,Health,Relief camp set up in Multan,58.592160105000005,1000000.0,261.0,0.6188308767,,1087522.0,99362.0,5000000.0,,1.0,2022-11-05,Urdu,,28292.0,True,False,True,False,False,True,True,True,True,1,True
Ansar Abbasi,SAMAA TV,Jang,Punjab,Karachi,Sports,New talent emerges in under-19 cricket,58.93298246,10834467.0,160.0,-0.01208396201,4.0,946699.0,125981.0,2969892.767,No,,2021-11-04,Urdu,Neutral,27097.0,True,False,False,True,False,True,False,False,False,1,True
Saleem Safi,Geo News,Jang,Islamabad,Karachi,Terrorism,Terrorist attack in Quetta leaves 20 dead,58.592160105000005,20000000.0,137.0,-1.698823395,3.0,987399.0,93643.0,4999151.696,Yes,,2018-10-25,English,Neutral,41972.0,True,False,False,False,True,True,True,False,False,1,False
Shahzeb Khanzada,Hum News,Express Tribune,Azad Jammu & Kashmir,Peshawar,Sports,Pakistan football team defeats India,55.49601863,20000000.0,237.0,-0.387928018,3.0,847993.5,90563.0,871807.934,No,0.0,2023-03-18,English,Opposition,27233.0,True,False,True,True,True,True,True,False,False,1,False
Ansar Abbasi,SAMAA TV,Jang,Islamabad,Multan,Health,Mental health awareness campaign launched,58.93298246,1000000.0,281.5,-0.2223842574,4.0,1123518.0,94237.5,5000000.0,Yes,0.0,2020-11-21,,Neutral,18448.0,True,False,True,True,False,True,True,False,False,1,False
Umar Cheema,Geo News,The News,Balochistan,Islamabad,Health,Floods devastate Sindh villages,39.86663482,5000000.0,94.0,-0.01462863279,,571698.0,36880.0,5000000.0,No,,2020-07-10,English,,28292.0,False,True,False,True,True,False,False,False,False,1,True
Mohsin Raza Khan,ARY News,The News,Punjab,Rawalpindi,Terrorism,TTP commander killed in operation,9.950463134,16983920.0,47.0,0.13618633759999998,3.0,1361777.0,194470.0,10000000.0,No,,2021-05-15,Urdu,Neutral,38878.0,False,False,False,True,True,False,False,False,False,1,False
Najam Sethi,ARY News,Nawa-i-Waqt,Balochistan,Lahore,Economy,Exports see slight recovery,24.49329454,20000000.0,230.5,0.2018153701,,984303.0,191031.0,5000000.0,,0.0,2022-05-01,Urdu,,25935.5,False,False,True,False,True,True,False,False,True,1,True
Mohsin Raza Khan,Express News,The News,Balochistan,Quetta,Health,Dengue cases rising in Lahore hospitals,71.0882923,5000000.0,259.0,0.3304978546,,1331112.0,107753.0,5000000.0,Yes,1.0,2019-07-17,,,24302.0,False,True,True,True,True,True,True,True,False,1,False
Rauf Klassra,ARY News,Daily Pakistan,Azad Jammu & Kashmir,Multan,Health,Dengue cases rising in Lahore hospitals,56.06780072,1000000.0,236.0,-1.273534621,3.0,1301638.0,109149.0,-81433.55426,,0.0,2024-02-25,English,Pro-Govt,18976.0,True,False,True,False,True,False,True,False,True,1,False
Ansar Abbasi,Geo News,Express Tribune,Islamabad,Islamabad,Education,Matric exams leaked in Karachi,58.592160105000005,1000000.0,211.0,-0.3226669595,5.0,1040577.0,118320.0,5000000.0,,1.0,2024-02-11,Urdu,Pro-Govt,26320.0,True,False,False,True,False,True,False,False,True,1,True
Matiullah Jan,ARY News,Nawa-i-Waqt,Sindh,Lahore,Health,Doctors protest low salaries,19.44877388,5000000.0,103.0,0.1519138414,5.0,1000345.0,110198.0,5000000.0,No,0.0,2021-04-19,,Neutral,2522.0,False,False,False,True,False,True,False,True,False,1,False
Asma Shirazi,Dawn News,The News,Sindh,Hyderabad,Judiciary,Lawyers boycott proceedings,54.31346769,5000000.0,134.0,0.5038221575,,1023712.5,109854.0,540986.4103,No,,2024-11-10,Urdu,,2180.0,True,False,False,False,True,True,True,False,False,1,False
Kamran Shahid,Dawn News,Express Tribune,Punjab,Lahore,Terrorism,Bomb blast near Karachi market,54.31346769,20000000.0,170.0,0.012362741463,,6845.0,66652.0,5000000.0,No,0.0,2020-01-17,Urdu,,27640.0,True,False,False,True,True,False,False,True,False,1,True
Mohsin Raza Khan,Dawn News,The News,Sindh,Lahore,Economy,Trade deficit widens again,54.31346769,20000000.0,497.0,0.1821168946,3.0,1425816.0,107905.0,5000000.0,No,,2018-05-25,Urdu,Pro-Govt,23678.5,True,False,False,True,True,False,True,False,False,1,True
Ansar Abbasi,SAMAA TV,Daily Pakistan,Balochistan,Peshawar,Health,COVID resurfaces in Islamabad schools,58.93298246,1000000.0,458.0,-0.2223842574,0.0,517009.0,94237.5,4293402.545,No,1.0,2025-12-26,Urdu,Opposition,23224.0,True,False,False,True,False,False,True,False,False,1,True
Umar Cheema,SAMAA TV,The News,Azad Jammu & Kashmir,Quetta,Sports,Women cricket team sets new record,46.56411126,20000000.0,260.0,-0.01208396201,,946699.0,41788.0,5000000.0,No,1.0,2022-12-14,English,,35340.0,False,False,True,True,True,True,False,True,False,1,False
Umar Cheema,Geo News,Nawa-i-Waqt,Balochistan,Rawalpindi,Economy,Remittances fall sharply in July,46.84952654,20000000.0,446.0,-0.06426348043999999,3.0,904352.0,37167.0,10000000.0,,1.0,2025-12-03,English,Neutral,25917.5,False,False,False,True,True,True,False,False,True,1,True
Talat Hussain,Abb Takk News,Nawa-i-Waqt,Sindh,Islamabad,Sports,Pakistan football team defeats India,24.10128953,3624661.0,284.0,-0.4324869724,3.0,922532.0,89794.5,5000000.0,No,,2020-05-06,,Opposition,21996.0,False,False,True,True,True,True,True,True,False,1,True
Mohsin Raza Khan,Express News,The News,Punjab,Peshawar,Sports,Babar Azam century wins the game,100.0,1000000.0,275.0,0.07480188712000001,,837117.0,107981.0,5000000.0,Yes,1.0,2022-08-05,English,,25833.0,False,False,True,True,True,False,True,False,False,1,True
Owais Tohid,Express News,Jang,Punjab,Quetta,Economy,Government to increase petrol price by Rs. 20,100.0,4113890.0,274.0,0.046992624185,4.0,1095390.5,104768.0,5000000.0,,1.0,2018-06-13,English,Opposition,22454.0,False,False,True,True,False,True,True,True,True,1,True
Umar Cheema,ARY News,Dawn,Azad Jammu & Kashmir,Karachi,Economy,Government to increase petrol price by Rs. 20,100.0,11327338.0,230.5,0.019117020443,3.0,984303.0,157681.0,32839.20487,No,,2019-04-17,,Opposition,5345.0,False,False,True,True,True,True,False,False,False,1,False
Dr. Shahid Masood,Geo News,Daily Pakistan,Sindh,Islamabad,Health,NDMA warns of heavy rains in Punjab,58.592160105000005,20000000.0,261.0,1.313094841,5.0,1087522.0,15565.0,5000000.0,No,,2022-05-03,English,Neutral,28292.0,True,False,True,False,False,True,False,True,False,1,True
Umar Cheema,Express News,Jang,Azad Jammu & Kashmir,Rawalpindi,Judiciary,Supreme Court issues notice on corruption case,59.56691534,20000000.0,299.0,-0.1921552193,3.0,1130490.0,21316.0,10000000.0,Yes,1.0,2023-06-28,Urdu,Neutral,10341.0,True,False,False,False,True,True,False,False,False,1,False
Mohsin Raza Khan,Geo News,The News,Punjab,Quetta,Judiciary,Chief Justice orders suo moto on Karachi violence,58.592160105000005,10545199.0,251.0,1.236962343,,1117476.5,95538.0,5000000.0,,1.0,2025-06-20,Urdu,,22690.0,True,False,True,False,False,True,True,False,True,1,True
Asma Shirazi,Dawn News,Daily Pakistan,Punjab,Karachi,Health,Dengue cases rising in Lahore hospitals,45.0449913,6676197.0,186.0,-0.08999652479,3.0,1104290.5,71737.0,5000000.0,,,2019-04-14,,Opposition,25866.0,False,False,False,True,True,True,False,False,True,1,True
Saleem Safi,Abb Takk News,Express Tribune,Azad Jammu & Kashmir,Rawalpindi,Sports,Babar Azam century wins the game,23.58267386,5000000.0,35.0,-1.334490467,3.0,922532.0,89794.5,10000000.0,,1.0,2020-11-09,Urdu,Opposition,21996.0,False,True,False,False,True,True,True,False,True,1,True
Umar Cheema,Geo News,Nawa-i-Waqt,Islamabad,Quetta,Education,Private schools increase fees,24.93981523,5000000.0,436.0,-0.3226669595,,1040577.0,60274.0,5000000.0,No,,2020-06-07,Urdu,,45968.0,False,True,False,True,False,True,False,False,False,1,False
Rauf Klassra,ARY News,Jang,Islamabad,Quetta,Politics,Student unions demand restoration,56.06780072,20000000.0,256.0,0.08953316603,,1078978.5,148244.0,5000000.0,No,0.0,2018-10-28,English,,22870.0,True,False,False,False,False,True,False,False,False,1,True
Umar Cheema,Express News,The News,Punjab,Rawalpindi,Media,Journalists protest censorship in Islamabad,1.747933048,1000000.0,231.0,-0.935893661,4.0,929361.5,97058.0,10000000.0,No,1.0,2020-12-10,Urdu,Opposition,681.0,False,False,True,False,False,True,True,False,False,1,False
Kamran Khan,Geo News,Dawn,Khyber Pakhtunkhwa,Lahore,Media,Newspaper circulation declines,58.592160105000005,1000000.0,206.0,0.9608582606,3.0,849756.0,33548.0,5000000.0,No,1.0,2020-01-07,English,Neutral,18774.0,True,False,True,False,True,True,False,False,False,1,False
Kamran Khan,Dawn News,The News,Azad Jammu & Kashmir,Rawalpindi,Education,Teachers boycott classes in KP,54.31346769,5000000.0,254.0,0.028593852375,4.0,208452.0,1373.0,3635147.392,No,,2020-02-24,Urdu,Opposition,23397.0,True,True,True,True,False,False,False,False,False,1,True
Najam Sethi,Hum News,Nawa-i-Waqt,Islamabad,Rawalpindi,Judiciary,Supreme Court issues notice on corruption case,14.32635143,1000000.0,252.0,0.1887393745,3.0,1076492.0,90316.0,10000000.0,No,0.0,2019-08-16,English,Pro-Govt,36738.0,False,False,True,True,True,True,True,False,False,1,False
Matiullah Jan,Geo News,Daily Pakistan,Azad Jammu & Kashmir,Islamabad,Crime,Counter-terrorism department arrests suspects,8.283505127,5000000.0,203.0,-0.1495716782,4.0,433793.0,134047.0,5000000.0,,,2025-06-17,Urdu,Opposition,19027.0,False,False,True,False,False,True,False,False,True,1,False
Kamran Khan,Express News,The News,Balochistan,Hyderabad,Health,Hospitals face medicine shortages,23.31432662,1000000.0,259.0,0.3304978546,3.0,1331112.0,102328.0,10000000.0,Yes,1.0,2024-12-07,Urdu,Neutral,23014.0,False,False,True,True,True,True,False,False,False,1,True
Umar Cheema,Abb Takk News,Dawn,Punjab,Multan,Economy,IMF deal finalised today,58.74782338,5000000.0,31.0,-0.6042801942,,873051.5,118146.0,5000000.0,,1.0,2024-09-20,English,,20865.5,True,True,False,False,True,True,True,False,True,1,True
Saleem Safi,Geo News,Dawn,Balochistan,Quetta,Health,Aid for Balochistan still missing,58.592160105000005,20000000.0,186.0,-1.009841407,3.0,880537.0,99362.0,5000000.0,Yes,1.0,2019-12-21,English,Opposition,28292.0,True,False,False,False,True,False,True,False,False,1,True
Kamran Khan,Geo News,Express Tribune,Khyber Pakhtunkhwa,Peshawar,Health,Relief camp set up in Multan,45.47828854,1000000.0,261.0,-0.01462863279,3.0,1087522.0,23426.0,5000000.0,No,1.0,2020-10-04,,Pro-Govt,28292.0,False,False,True,True,True,True,False,True,False,1,True
Mohsin Raza Khan,SAMAA TV,Express Tribune,Azad Jammu & Kashmir,Islamabad,Education,Punjab launches scholarship scheme,58.93298246,20000000.0,243.0,-1.046956243,0.0,970286.0,80925.0,2625040.523,No,0.0,2022-06-28,,Pro-Govt,27482.0,True,False,True,False,False,True,True,False,False,1,True
Kamran Shahid,ARY News,Nawa-i-Waqt,Khyber Pakhtunkhwa,Quetta,Terrorism,Security forces foil major terror bid,6.977416846,20000000.0,321.0,0.13618633759999998,3.0,73566.0,90185.0,5000000.0,,1.0,2025-04-22,Urdu,Pro-Govt,6561.0,False,False,False,True,True,False,True,False,True,1,False
Nusrat Javed,SAMAA TV,Daily Pakistan,Balochistan,Quetta,Politics,New tax reforms spark debate in parliament,10.74411434,4794.0,279.0,-0.33485856225,3.0,1295850.0,166336.0,5000000.0,No,,2018-05-05,Urdu,Opposition,7753.0,False,False,False,True,True,False,False,True,False,1,False
Saleem Safi,Abb Takk News,Jang,Sindh,Quetta,Sports,Cricket team departs for World Cup,75.20798896,20000000.0,284.0,-1.534036421,3.0,922532.0,169044.0,2730744.418,,0.0,2024-07-20,,Pro-Govt,32165.0,False,False,True,False,True,True,False,False,True,1,False
Nusrat Javed,Hum News,Daily Pakistan,Azad Jammu & Kashmir,Multan,Politics,Student unions demand restoration,55.49601863,20000000.0,248.5,-0.3266747345,3.0,953029.5,105099.5,10000000.0,Yes,1.0,2018-07-09,English,Neutral,13158.0,False,False,True,True,True,True,True,False,False,1,False
